基金碼,年月日,基金統編,幣別,淨值(元)
T1435F 新光新大東協債BC,2019/03/29,42467422F,RMB,9.4649
T1439A 新光6Y全新興債,2019/03/29,72952267A,NTD,10.4084
T1439B 新光6Y全新興債$,2019/03/29,72952267B,USD,10.0879
T1439C 新光6Y全新興債C,2019/03/29,72952267C,RMB,10.7712
T1503A 瑞銀亞洲高收債 A,2019/03/29,26289695A,NTD,14.7691
T1503B 瑞銀亞洲高收債 B,2019/03/29,26289695B,NTD,8.7484
T1503C 瑞銀亞洲高收債A$,2019/03/29,26289695C,USD,10.4624
T1503D 瑞銀亞洲高收債B$,2019/03/29,26289695D,USD,9.6955
T1503E 瑞銀亞洲高收債AC,2019/03/29,26289695E,RMB,10.5873
T1503F 瑞銀亞洲高收債BC,2019/03/29,26289695F,RMB,9.6924
T1503G 瑞銀亞洲高收債AA,2019/03/29,26289695G,AUD,10.6043
T1503H 瑞銀亞洲高收債BA,2019/03/29,26289695H,AUD,9.7803
T1505A 瑞銀高收益債券A,2019/03/29,72948187A,NTD,10.2397
T1505B 瑞銀高收益債券B,2019/03/29,72948187B,NTD,9.492
T1505C 瑞銀高收益債券A$,2019/03/29,72948187C,USD,10.272
T1505D 瑞銀高收益債券B$,2019/03/29,72948187D,USD,9.5179
T1505E 瑞銀高收益債券AC,2019/03/29,72948187E,RMB,10.4334
T1505F 瑞銀高收益債券BC,2019/03/29,72948187F,RMB,9.5365
T1505G 瑞銀高收益債券AA,2019/03/29,72948187G,AUD,10.2416
T1505H 瑞銀高收益債券BA,2019/03/29,72948187H,AUD,9.4857
T1626A 群益亞新投資債 A,2019/03/29,31816633A,NTD,10.2004
T1626B 群益亞新投資債 B,2019/03/29,31816633B,NTD,7.6475
T1626C 群益亞新投資債NA,2019/03/29,31816633C,NTD,10
T1626D 群益亞新投資債NB,2019/03/29,31816633D,NTD,10
T1628A 群益全球新興債 A,2019/03/29,31892569A,NTD,10.7048
T1628B 群益全球新興債 B,2019/03/29,31892569B,NTD,7.5171
T1628C 群益全球新興債NA,2019/03/29,31892569C,NTD,10
T1628D 群益全球新興債NB,2019/03/29,31892569D,NTD,10
T1654A 群益中國高收債,2019/03/29,38621459A,NTD,10.2209
T1654B 群益中國高收債$,2019/03/29,38621459B,USD,11.0908
T1654C 群益中國高收債C,2019/03/29,38621459C,RMB,11.4243
T1654D 群益中國高收債N,2019/03/29,38621459D,NTD,10
T1654E 群益中國高收債N$,2019/03/29,38621459E,USD,10
T1654F 群益中國高收債NC,2019/03/29,38621459F,RMB,10.3859
T1665A 群益全優高債A,2019/03/29,72960111A,NTD,10.3856
T1665B 群益全優高債B,2019/03/29,72960111B,NTD,9.9279
T1665C 群益全優高債NA,2019/03/29,72960111C,NTD,10.3858
T1665D 群益全優高債NB,2019/03/29,72960111D,NTD,9.9279
T1665E 群益全優高債A$,2019/03/29,72960111E,USD,10.2993
T1665F 群益全優高債B$,2019/03/29,72960111F,USD,9.8452
T1665G 群益全優高債NA$,2019/03/29,72960111G,USD,10.2992
T1665H 群益全優高債NB$,2019/03/29,72960111H,USD,9.8451
T1665J 群益全優高債AC,2019/03/29,72960111I,RMB,10.4406
T1665K 群益全優高債BC,2019/03/29,72960111J,RMB,9.9051
T1665L 群益全優高債NAC,2019/03/29,72960111K,RMB,10.4407
T1665M 群益全優高債NBC,2019/03/29,72960111L,RMB,9.9051
T1809A 聯博新市企業債A2,2019/03/29,31936709A,NTD,10.7186
T1809B 聯博新市企業債AA,2019/03/29,31936709B,NTD,7.4014
T1809D 聯博新企業債 AA$,2019/03/29,31936709D,USD,13.6694
T1814A 聯博全球高收債T2,2019/03/29,38654486A,NTD,10.42
T1814B 聯博全球高收債TA,2019/03/29,38654486B,NTD,7.6
T1814C 聯博全球高收債A$,2019/03/29,38654486C,USD,11.96
T1814D 聯博全球高收債AC,2019/03/29,38654486D,RMB,12.02
T1814E 聯博全球高收債AA,2019/03/29,38654486E,AUD,11.55
T1814F 聯博全球高收債AZ,2019/03/29,38654486F,ZAR,12.78
T1814G 聯博全球高收債2C,2019/03/29,38654486G,RMB,15.92
T1815A 聯博新亞洲收A2,2019/03/29,42519821A,NTD,10.23
T1815B 聯博新亞洲收AA,2019/03/29,42519821B,NTD,9.33
T1815C 聯博新亞洲收AA $,2019/03/29,42519821C,USD,14.23
T1815D 聯博新亞洲收AA C,2019/03/29,42519821D,RMB,14.12
T1816A 聯博美國高收A2,2019/03/29,42546860A,NTD,10.24
T1816B 聯博美國高收AA,2019/03/29,42546860B,NTD,9.39
T1816C 聯博美國高收AA $,2019/03/29,42546860C,USD,14.18
T1816D 聯博美國高收AA C,2019/03/29,42546860D,RMB,14.14
T2038A 日盛亞洲高收債 A,2019/03/29,31827147A,NTD,12.6549
T2038B 日盛亞洲高收債 B,2019/03/29,31827147B,NTD,8.3621
T2038C 日盛亞洲高收債AC,2019/03/29,31827147C,RMB,2.4939
T2038D 日盛亞洲高收債BC,2019/03/29,31827147D,RMB,1.6698
T2038E 日盛亞洲高收債A$,2019/03/29,31827147E,USD,0.3842
T2038F 日盛亞洲高收債B$,2019/03/29,31827147F,USD,0.2579
T2045A 日盛中國高收債A,2019/03/29,38648871A,NTD,11.1797
T2045B 日盛中國高收債B,2019/03/29,38648871B,NTD,9.0482
T2045C 日盛中國高收債AC,2019/03/29,38648871C,RMB,12.1926
T2045D 日盛中國高收債BC,2019/03/29,38648871D,RMB,9.8927
T2045E 日盛中國高收債A$,2019/03/29,38648871E,USD,12.4279
T2045F 日盛中國高收債B$,2019/03/29,38648871F,USD,10.0775
T2058A 日盛全球高收債A,2019/03/29,42480537A,NTD,10.0889
T2058B 日盛全球高收債B,2019/03/29,42480537B,NTD,9.1659
T2058C 日盛全球高收債A$,2019/03/29,42480537C,USD,10.34
T2058D 日盛全球高收債B$,2019/03/29,42480537D,USD,9.3934
T2108A 柏瑞美國雙核收 A,2019/03/29,48873398A,NTD,11.7209
T2108B 柏瑞美國雙核收 B,2019/03/29,48873398B,NTD,7.5271
T2111A 柏瑞全球策略高 A,2019/03/29,10340936A,NTD,13.8799
T2111B 柏瑞全球策略高 B,2019/03/29,10340936B,NTD,6.7332
T2111C 柏瑞全球策高B-AU,2019/03/29,10340936C,AUD,8.3605
T2111D 柏瑞全策高 B-ZAR,2019/03/29,10340936D,ZAR,8.5081
T2111E 柏瑞全球策略高AC,2019/03/29,10340936E,RMB,12.2972
T2111F 柏瑞全球策略高BC,2019/03/29,10340936F,RMB,8.69
T2111G 柏瑞全球策略高 N,2019/03/29,10340936H,NTD,8.9244
T2111H 柏瑞全球策略高NC,2019/03/29,10340936G,RMB,9.7119
T2111J 柏瑞全策略高N9,2019/03/29,10340936I,NTD,12.0247
T2111K 柏瑞全策略高N9 C,2019/03/29,10340936J,RMB,12.4797
T2111L 柏瑞全球策略高A$,2019/03/29,10340936K,USD,12.8873
T2111M 柏瑞全球策略高B$,2019/03/29,10340936L,USD,10.7247
T2111N 柏瑞全球策略高N$,2019/03/29,10340936M,USD,9.5363
T2111P 柏瑞全策略高N9 $,2019/03/29,10340936N,USD,11.7315
T2111R 柏瑞全球策略高NZ,2019/03/29,10340936P,ZAR,9.7234
T2111S 柏全球策略高 N9Z,2019/03/29,10340936Q,ZAR,12.662
T2111T 柏瑞全球策略高Bt,2019/03/29,10340936R,NTD,8.6417
T2111U 柏瑞全球策略高NA,2019/03/29,10340936S,AUD,9.4079
T2113A 柏瑞新興高收債 A,2019/03/29,25682798A,NTD,12.2448
T2113B 柏瑞新興高收債 B,2019/03/29,25682798B,NTD,7.0248
T2113C 柏瑞新興高收債AC,2019/03/29,25682798D,RMB,11.7565
T2113D 柏瑞新興高收債BC,2019/03/29,25682798C,RMB,8.7802
T2113E 柏瑞新興高收債N,2019/03/29,25682798E,NTD,8.9615
T2113F 柏瑞新興高收債N9,2019/03/29,25682798F,NTD,10.5261
T2113G 柏瑞新興高收債NC,2019/03/29,25682798G,RMB,9.5068
T2113J 柏瑞新興高收債A$,2019/03/29,25682798I,USD,11.1471
T2113K 柏瑞新興高收債B$,2019/03/29,25682798J,USD,9.4345
T2113L 柏瑞新興高收債N$,2019/03/29,25682798K,USD,9.6359
T2113M 柏瑞新興高債N9 $,2019/03/29,25682798L,USD,11.1647
T2117A 柏瑞新市企業債 A,2019/03/29,31827266A,NTD,11.8264
T2117B 柏瑞新市企業債 B,2019/03/29,31827266B,NTD,8.3989
T2117C 柏瑞新市企業債AC,2019/03/29,31827266D,RMB,11.5545
T2117D 柏瑞新市企業債BC,2019/03/29,31827266C,RMB,9.4589
T2117E 柏瑞新市企業債N,2019/03/29,31827266E,NTD,9.075
T2117F 柏瑞新市企債N9,2019/03/29,31827266F,NTD,10.3854
T2117G 柏瑞新市企業債NC,2019/03/29,31827266G,RMB,9.7978
T2117H 柏瑞新市企債N9 C,2019/03/29,31827266H,RMB,11.1149
T2117J 柏瑞新市企業債A$,2019/03/29,31827266I,USD,10.6189
T2117K 柏瑞新市企業債B$,2019/03/29,31827266J,USD,9.5182
T2117L 柏瑞新市企業債N$,2019/03/29,31827266K,USD,9.5438
T2117M 柏瑞新市企債N9 $,2019/03/29,31827266L,USD,10.6011
T2117Q 柏瑞新市企業債NZ,2019/03/29,31827266O,ZAR,9.055
T2118A 柏瑞新亞太策債 A,2019/03/29,38495354A,NTD,11.6866
T2118B 柏瑞新亞太策債 B,2019/03/29,38495354B,NTD,9.2646
T2118C 柏瑞新亞太策債AC,2019/03/29,38495354D,RMB,12.3919
T2118D 柏瑞新亞太策債BC,2019/03/29,38495354C,RMB,9.8578
T2118E 柏瑞新亞太策債N,2019/03/29,38495354E,NTD,9.4251
T2118F 柏瑞新亞策債N9,2019/03/29,38495354F,NTD,10.4269
T2118G 柏瑞新亞太策債NC,2019/03/29,38495354G,RMB,10.09
T2118H 柏瑞新亞策債N9 C,2019/03/29,38495354H,RMB,11.6801
T2118J 柏瑞新亞太策債A$,2019/03/29,38495354I,USD,11.3398
T2118K 柏瑞新亞太策債B$,2019/03/29,38495354J,USD,9.8758
T2118L 柏瑞新亞太策債N$,2019/03/29,38495354K,USD,9.6251
T2118M 柏瑞新亞策債N9 $,2019/03/29,38495354L,USD,10.8055
T2118S 柏瑞新亞太策債Ns,2019/03/29,38495354Q,NTD,9.766
T2122A 柏瑞亞太高收債A,2019/03/29,42329391A,NTD,11.2106
T2122B 柏瑞亞太高收債B,2019/03/29,42329391B,NTD,9.1357
T2122C 柏瑞亞太高收債N,2019/03/29,42329391C,NTD,9.1359
T2122D 柏瑞亞太高收債AC,2019/03/29,42329391D,RMB,12.5514
T2122E 柏瑞亞太高收債BC,2019/03/29,42329391E,RMB,9.8418
T2122F 柏瑞亞太高收債NC,2019/03/29,42329391F,RMB,9.8422
T2122G 柏瑞亞太高收債A$,2019/03/29,42329391G,USD,11.9089
T2122H 柏瑞亞太高收債B$,2019/03/29,42329391H,USD,9.7641
T2122J 柏瑞亞太高收債N$,2019/03/29,42329391I,USD,9.7645
T2122K 柏瑞亞太高收債N9,2019/03/29,42329391J,NTD,10.9086
T2122L 柏瑞亞太高收N9 C,2019/03/29,42329391K,RMB,11.687
T2122M 柏瑞亞太高收N9 $,2019/03/29,42329391L,USD,11.5048
T2211Y 復華全球債券,2019/03/29,14916692,NTD,14.0732
T2263Y 復華全球短期收益,2019/03/29,25590496A,NTD,11.809
T2274Y 復華新興短期收益,2019/03/29,26305800,NTD,11.09
T2275A 復華新興高收債 A,2019/03/29,26305816A,NTD,9.61
T2275B 復華新興高收債 B,2019/03/29,26305816B,NTD,5.39
T2275C 復華新興高收債BZ,2019/03/29,26305816C,ZAR,12.06
T2275D 復華新興高收債BC,2019/03/29,26305816D,RMB,12.18
T2280A 復華南非幣短收 A,2019/03/29,31901878A,ZAR,14.22
T2280B 復華南非幣短收 B,2019/03/29,31901878B,ZAR,9
T2281A 復華南非幣長收 A,2019/03/29,31901899A,ZAR,13.78
T2281B 復華南非幣長收 B,2019/03/29,31901899B,ZAR,8.09
T2285A 復華新興人民債 A,2019/03/29,31939229A,RMB,12.13
T2285B 復華新興人民債 B,2019/03/29,31939229B,RMB,9.02
T2288Y 復華新興人民幣短,2019/03/29,38524294,NTD,10.68
T2299Y 復華六年新興債$,2019/03/29,72953202,USD,10.42
T22A3A 復華2024新興債$,2019/03/29,72966754A,USD,10.38
T22A3B 復華2024新興債C,2019/03/29,72966754B,RMB,10.42
T2540A 永豐中高收 A-CNY,2019/03/29,31842338B,RMB,2.4179
T2540B 永豐中高收 B-CNY,2019/03/29,31842338C,RMB,1.7635
T2540C 永豐中國高收債 B,2019/03/29,31842338D,NTD,8.1958
T2540Y 永豐中高收益債 A,2019/03/29,31842338A,NTD,10.9032
T2541A 永豐新興企業債 A,2019/03/29,31909604A,NTD,10.7303
T2541B 永豐新興企業債 B,2019/03/29,31909604B,NTD,7.7641
T2541C 永豐新興企業債AC,2019/03/29,31909604C,RMB,2.5262
T2541D 永豐新興企業債BC,2019/03/29,31909604D,RMB,2.0762
T2553A 永豐人幣債券 A,2019/03/29,42267705A,NTD,9.2609
T2553B 永豐人幣債券 B,2019/03/29,42267705B,NTD,7.9031
T2553C 永豐人幣債券AC,2019/03/29,42267705C,RMB,10.6653
T2553D 永豐人幣債券BC,2019/03/29,42267705D,RMB,9.1641
T2643A 中信全球短高債A,2019/03/29,42458697A,NTD,9.9936
T2643B 中信全球短高債B,2019/03/29,42458697B,NTD,9.0821
T2643C 中信全球短高債A$,2019/03/29,42458697C,USD,10.3804
T2643D 中信全球短高債B$,2019/03/29,42458697D,USD,9.4022
T2648A 中信六年新債,2019/03/29,42522924A,NTD,9.5799
T2648B 中信六年新債$,2019/03/29,42522924B,USD,10.019
T2650A 中信雄鷹新市債A,2019/03/29,42530065A,NTD,9.8415
T2650B 中信雄鷹新市債B,2019/03/29,42530065B,NTD,9.2032
T2650C 中信雄鷹新市債A$,2019/03/29,42530065C,USD,10.0682
T2650D 中信雄鷹新市債B$,2019/03/29,42530065D,USD,9.4099
T2658A 中信2024新主權A$,2019/03/29,72957447A,USD,10.2874
T2658B 中信2024新主權B$,2019/03/29,72957447B,USD,10.1827
T2658C 中信2024新主權AC,2019/03/29,72957447C,RMB,10.3726
T2658D 中信2024新主權BC,2019/03/29,72957447D,RMB,10.1789
T2724A 宏利亞太入A,2019/03/29,25630146A,NTD,12.1525
T2724B 宏利亞太入B,2019/03/29,25630146B,NTD,8.8505
T2724C 宏利亞太入C,2019/03/29,25630146C,NTD,11.2526
T2724D 宏利亞太入A CNY,2019/03/29,25630146D,RMB,2.9134
T2724E 宏利亞太入C CNY,2019/03/29,25630146E,RMB,2.4546
T2727A 宏利新興市場高-A,2019/03/29,26258187A,NTD,12.6601
T2727B 宏利新興市場高-B,2019/03/29,26258187B,NTD,7.4232
T2727C 宏利新興高收債-C,2019/03/29,26258187C,NTD,9.0579
T2727D 宏利新興市場高AC,2019/03/29,26258187D,RMB,2.8978
T2727E 宏利新興高收債CC,2019/03/29,26258187E,RMB,2.0649
T2727F 宏利新興市場高AA,2019/03/29,26258187F,AUD,0.9583
T2727G 宏利新興高收債CA,2019/03/29,26258187G,AUD,0.3302
T2727H 宏利新興市場高A$,2019/03/29,26258187H,USD,0.4203
T2727J 宏利新興高收債C$,2019/03/29,26258187I,USD,0.2979
T2729A 宏利中高債A-USD,2019/03/29,26325600A,USD,13.1834
T2729B 宏利中高債B-USD,2019/03/29,26325600B,USD,9.9898
T2729C 宏利中高債A-CNY,2019/03/29,26325600C,RMB,88.4938
T2729D 宏利中高債 B-CNY,2019/03/29,26325600D,RMB,67.7248
T2730A 宏利中離債 A,2019/03/29,26389097A,NTD,10.9126
T2730B 宏利中離債 B,2019/03/29,26389097B,NTD,8.9597
T2730C 宏利中離債 A-CNY,2019/03/29,26389097C,RMB,2.6825
T2730D 宏利中離債 B-CNY,2019/03/29,26389097D,RMB,2.2408
T2763A 宏利美元高收債 A,2019/03/29,42267986A,NTD,10.2632
T2763B 宏利美元高收債 B,2019/03/29,42267986B,NTD,8.2594
T2763C 宏利美元高債AC H,2019/03/29,42267986C,RMB,12.0601
T2763D 宏利美元高收債BC,2019/03/29,42267986D,RMB,8.7797
T2763E 宏利美元高收債A$,2019/03/29,42267986E,USD,10.6859
T2763F 宏利美元高收債B$,2019/03/29,42267986F,USD,8.4066
T2763G 宏利美元高債BA H,2019/03/29,42267986G,AUD,8.2328
T2777A 宏利3Y亞新興債A$,2019/03/29,42472699A,USD,10.4043
T2777B 宏利3Y亞新興債C$,2019/03/29,42472699B,USD,10.046
T2789A 宏利6Y新興債Aa,2019/03/29,74414841A,NTD,10.0515
T2789B 宏利6Y新興債Bd,2019/03/29,74414841B,NTD,10.0508
T2789C 宏利6Y新興債Aa$,2019/03/29,74414841C,USD,10.037
T2789D 宏利6Y新興債Bd$,2019/03/29,74414841D,USD,10.0351
T2789E 宏利6Y新興債AaC,2019/03/29,74414841E,RMB,10.0795
T2789F 宏利6Y新興債BdC,2019/03/29,74414841F,RMB,10.0776
T2789G 宏利6Y新興債AaZ,2019/03/29,74414841G,ZAR,10.314
T2789H 宏利6Y新興債BdZ,2019/03/29,74414841H,ZAR,10.3128
T2789J 宏利6Y新興債AaA,2019/03/29,74414841I,AUD,10.112
T2789K 宏利6Y新興債BdA,2019/03/29,74414841J,AUD,10.1108
T3113A 貝萊德亞高收債A,2019/03/29,42320125A,NTD,11.2671
T3113B 貝萊德亞高收債B,2019/03/29,42320125B,NTD,9.0797
T3113C 貝萊德亞高收債BC,2019/03/29,42320125C,RMB,10.1855
T3113D 貝萊德亞高收債B$,2019/03/29,42320125D,USD,9.6554
T3256A 野村亞太複合債 A,2019/03/29,26310557A,NTD,13.6348
T3256B 野村亞太複合債 B,2019/03/29,26310557B,NTD,8.6099
T3256C 野村亞太複合債A$,2019/03/29,26310557E,USD,10.356
T3256D 野村亞太複合債B$,2019/03/29,26310557F,USD,9.109
T3256E 野村亞太複合債AC,2019/03/29,26310557C,RMB,12.7468
T3256F 野村亞太複合債BC,2019/03/29,26310557D,RMB,9.2197
T3256S 野村亞太複合債AS,2019/03/29,26310557G,NTD,10.079
T3259A 野村環高債 A,2019/03/29,38480612A,NTD,10.6313
T3259B 野村環高債 B,2019/03/29,38480612B,NTD,7.7441
T3259C 野村環高債A$,2019/03/29,38480612C,USD,10.8054
T3259D 野村環高債B$,2019/03/29,38480612D,USD,7.8983
T3259E 野村環高債AC,2019/03/29,38480612E,RMB,12.0503
T3259F 野村環高債BC,2019/03/29,38480612F,RMB,8.5557
T3259S 野村環高債AS,2019/03/29,38480612G,NTD,10.4955
T3287A 野村美利高收債A,2019/03/29,42313341A,NTD,11.2747
T3287B 野村美利高收債B,2019/03/29,42313341B,NTD,9.072
T3287D 野村美利高收債B$,2019/03/29,42313341C,USD,9.5971
T3287F 野村美利高收債BC,2019/03/29,42313341D,RMB,9.9419
T3287S 野村美利高收債AS,2019/03/29,42313341E,NTD,10.0467
T3294C 野村全球短收益 $,2019/03/29,42382347B,USD,10.7523
T3294E 野村全球短收益 C,2019/03/29,42382347C,RMB,10.6895
T3294Y 野村全球短收益,2019/03/29,42382347A,NTD,10.5507
T32A9A 野村亞太新興債A,2019/03/29,42519049A,NTD,10.556
T32A9B 野村亞太新興債B,2019/03/29,42519049B,NTD,9.7462
T32A9C 野村亞太新興債A$,2019/03/29,42519049C,USD,10.4639
T32A9D 野村亞太新興債B$,2019/03/29,42519049D,USD,9.6634
T32A9E 野村亞太新興債AC,2019/03/29,42519049E,RMB,10.568
T32A9F 野村亞太新興債BC,2019/03/29,42519049F,RMB,9.6018
T32C3A 野村4Y階梯新債A,2019/03/29,72939125A,NTD,9.8932
T32C3B 野村4Y階梯新債B,2019/03/29,72939125B,NTD,9.7488
T32C3C 野村4Y階梯新債A$,2019/03/29,72939125C,USD,10.057
T32C3D 野村4Y階梯新債B$,2019/03/29,72939125D,USD,9.7196
T32C3E 野村4Y階梯新債AC,2019/03/29,72939125E,RMB,10.1849
T32C3F 野村4Y階梯新債BC,2019/03/29,72939125F,RMB,9.75
T32E8A 野村中國新興債A,2019/03/29,72967819A,NTD,10.4475
T32E8B 野村中國新興債A$,2019/03/29,72967819C,USD,10.4124
T32E8C 野村中國新興債AC,2019/03/29,72967819D,RMB,10.2667
T32E8S 野村中國新興債S,2019/03/29,72967819B,NTD,10
T32F3A 野村邊境高主債A,2019/03/29,72967803A,NTD,10.2596
T32F3B 野村邊境高主債B,2019/03/29,72967803B,NTD,9.9668
T32F3C 野村邊境高主債A$,2019/03/29,72967803D,USD,10.3757
T32F3D 野村邊境高主債B$,2019/03/29,72967803E,USD,10.0814
T32F3E 野村邊境高主債AC,2019/03/29,72967803F,RMB,10.3949
T32F3F 野村邊境高主債BC,2019/03/29,72967803G,RMB,10.0614
T32F3S 野村邊境高主債S,2019/03/29,72967803C,NTD,10
T32G1A 野村5Y階新興債A,2019/03/29,72967769A,NTD,10.3865
T32G1B 野村5Y階新興債B,2019/03/29,72967769B,NTD,10.1282
T32G1C 野村5Y階新興債A$,2019/03/29,72967769C,USD,10.3434
T32G1D 野村5Y階新興債B$,2019/03/29,72967769D,USD,10.1768
T32G1E 野村5Y階新興債AC,2019/03/29,72967769E,RMB,10.4008
T32G1F 野村5Y階新興債BC,2019/03/29,72967769F,RMB,10.1989
T32G8A 野村全金融收益A,2019/03/29,72961391A,NTD,10.2191
T32G8B 野村全金融收益B,2019/03/29,72961391B,NTD,10.0649
T32G8C 野村全金融收益A$,2019/03/29,72961391D,USD,10.3144
T32G8D 野村全金融收益B$,2019/03/29,72961391E,USD,10.1605
T32G8E 野村全金融收益AC,2019/03/29,72961391F,RMB,10.3729
T32G8F 野村全金融收益BC,2019/03/29,72961391G,RMB,10.1896
T32G8S 野村全金融收益S,2019/03/29,72961391C,NTD,10
T32H6A 野村2024新債Aa,2019/03/29,73651155A,NTD,10.4456
T32H6B 野村2024新債Bb,2019/03/29,73651155B,NTD,10.3934
T32H6C 野村2024新債Aa$,2019/03/29,73651155C,USD,10.4991
T32H6D 野村2024新債Bb$,2019/03/29,73651155D,USD,10.429
T32H6E 野村2024新債AaC,2019/03/29,73651155E,RMB,10.5068
T32H6F 野村2024新債BbC,2019/03/29,73651155F,RMB,10.4254
T32J3A 野村6Y目新債Aa,2019/03/29,73651107A,NTD,10.344
T32J3B 野村6Y目新債Aa$,2019/03/29,73651107B,USD,10.3271
T32J3C 野村6Y目新債AaC,2019/03/29,73651107C,RMB,10.3495
T32J6A 野村6Y階新債Aa,2019/03/29,73692022A,NTD,10.095
T32J6B 野村6Y階新債Aa$,2019/03/29,73692022B,USD,10.1127
T32J6C 野村6Y階新債AaC,2019/03/29,73692022C,RMB,10.1074
T3322A 聯邦囍新興亞債 A,2019/03/29,31887600A,NTD,11.3038
T3322B 聯邦囍新興亞債 B,2019/03/29,31887600B,NTD,8.6085
T3322C 聯邦囍新興亞債AC,2019/03/29,31887600C,RMB,12.1917
T3322D 聯邦囍新興亞債BC,2019/03/29,31887600D,RMB,10.5686
T3335A 聯邦永騰亞高債A,2019/03/29,42386420A,NTD,10.4991
T3335B 聯邦永騰亞高債B,2019/03/29,42386420B,NTD,8.8531
T3335C 聯邦永騰亞高債AC,2019/03/29,42386420C,RMB,12.4491
T3335D 聯邦永騰亞高債BC,2019/03/29,42386420D,RMB,10.4443
T3335E 聯邦永騰亞高債A$,2019/03/29,42386420E,USD,11.6053
T3335F 聯邦永騰亞高債B$,2019/03/29,42386420F,USD,9.7928
T3345A 聯邦2024新債Aa$,2019/03/29,73661668A,USD,10.5306
T3345B 聯邦2024新債AaC,2019/03/29,73661668B,RMB,10.2644
T3607B 安聯全球債 B,2019/03/29,98669250B,NTD,10.4242
T3607Y 安聯全球債 A,2019/03/29,98669250A,NTD,12.2257
T3732A 國泰新興高收債 A,2019/03/29,26331835A,NTD,10.7176
T3732B 國泰新興高收債 B,2019/03/29,26331835B,NTD,6.6484
T3732C 國泰新興高收債A$,2019/03/29,26331835C,USD,0.3531
T3732D 國泰新興高收債B$,2019/03/29,26331835D,USD,0.2255
T3732E 國泰新興高收債AC,2019/03/29,26331835E,RMB,2.3015
T3732F 國泰新興高收債BC,2019/03/29,26331835F,RMB,1.455
T3732G 國泰新興高收債I$,2019/03/29,26331835G,USD,0.3477
T3737A 國泰策略高收債 A,2019/03/29,31913488A,NTD,10.9435
T3737B 國泰策略高收債 B,2019/03/29,31913488B,NTD,7.569
T3737C 國泰策略高收債A$,2019/03/29,31913488C,USD,0.3715
T3737D 國泰策略高收債B$,2019/03/29,31913488D,USD,0.2455
T3741U 國泰中國新債USDA,2019/03/29,38482914B,USD,0.3457
T3741Y 國泰中國新興債券,2019/03/29,38482914A,NTD,10.4807
T3768A 國泰中國高收債A,2019/03/29,42313481A,NTD,10.0143
T3768B 國泰中國高收債B,2019/03/29,42313481B,NTD,8.2061
T3768C 國泰中國高收債A$,2019/03/29,42313481C,USD,0.3283
T3768D 國泰中國高收債AC,2019/03/29,42313481D,RMB,2.2374
T3775A 國泰抵押高債A,2019/03/29,72958754A,NTD,10.6307
T3775B 國泰抵押高債B,2019/03/29,72958754B,NTD,10.2101
T3775C 國泰抵押高債NB,2019/03/29,72958754C,NTD,10.2369
T3775D 國泰抵押高債A$,2019/03/29,72958754D,USD,0.3446
T3775E 國泰抵押高債B$,2019/03/29,72958754E,USD,0.3307
T3775F 國泰抵押高債NB$,2019/03/29,72958754F,USD,0.3314
T3806A 富達亞洲總報酬A,2019/03/29,42439952A,NTD,10.455
T3806B 富達亞洲總報酬B,2019/03/29,42439952B,NTD,9.2606
T3806C 富達亞洲總報酬A$,2019/03/29,42439952C,USD,11.0849
T3806D 富達亞洲總報酬B$,2019/03/29,42439952D,USD,9.9152
T3806E 富達亞洲總報酬AC,2019/03/29,42439952E,RMB,11.2215
T3806F 富達亞洲總報酬BC,2019/03/29,42439952F,RMB,8.6618
T3806G 富達亞洲總報酬I,2019/03/29,42439952G,NTD,10.3446
T3806H 富達亞洲總報酬Id,2019/03/29,42439952H,NTD,9.4349
T3807A 富達新市企債AA,2019/03/29,42519391A,NTD,10.169
T3807B 富達新市企債AB,2019/03/29,42519391B,NTD,9.3489
T3807C 富達新市企債AA$,2019/03/29,42519391C,USD,10.591
T3807D 富達新市企債AB$,2019/03/29,42519391D,USD,9.7847
T3807E 富達新市企債AAC,2019/03/29,42519391E,RMB,10.5161
T3807F 富達新市企債ABC,2019/03/29,42519391F,RMB,8.9019
T3807G 富達新市企債IA,2019/03/29,42519391G,NTD,10.2806
T3807H 富達新市企債IB,2019/03/29,42519391H,NTD,9.4698
T3808A 富達亞洲高收A,2019/03/29,42543391A,NTD,9.9268
T3808B 富達亞洲高收A.d,2019/03/29,42543391B,NTD,9.0201
T3808C 富達亞洲高收A$,2019/03/29,42543391C,USD,10.3329
T3808D 富達亞洲高收A.d$,2019/03/29,42543391D,USD,9.4059
T3808E 富達亞洲高收AC,2019/03/29,42543391E,RMB,10.2287
T3808F 富達亞洲高收A.dC,2019/03/29,42543391F,RMB,8.7198
T3808G 富達亞洲高收I,2019/03/29,42543391G,NTD,10.0453
T3808H 富達亞洲高收I.d,2019/03/29,42543391H,NTD,10
T4012A 德銀亞洲債 A,2019/03/29,26300262A,NTD,13.8421
T4012B 德銀亞洲債 B,2019/03/29,26300262B,NTD,8.3362
T4012C 德銀亞洲債 A$,2019/03/29,26300262C,USD,12.0015
T4012D 德銀亞洲債 B$,2019/03/29,26300262D,USD,11.2728
T4012E 德銀亞洲高收債AC,2019/03/29,26300262E,RMB,15.5082
T4012F 德銀亞洲高收債BC,2019/03/29,26300262F,RMB,10.4713
T4020A 德銀2024新興債$,2019/03/29,73636351A,USD,10.4734
